ID	KSH	ISZ	MEGYE_ID	MEGYE	TELEPULES
2476	8882	9734	17	Vas	Peresznye
2477	23773	9484	7	Gyõr-Moson-Sopron	Pereszteg
2478	19354	2431	6	Fejér	Perkáta
2479	33419	3756	4	Borsod-Abaúj-Zemplén	Perkupa
2480	4181	2637	13	Pest	Perõcsény
2481	32425	7766	2	Baranya	Peterd
2482	29197	7582	14	Somogy	Péterhida
2483	21847	2209	13	Pest	Péteri
2484	12070	3250	9	Heves	Pétervására
2485	34254	8105	18	Veszprém	Pétfürdõ
2486	5704	8921	19	Zala	Pethõhenye
2487	17224	4542	15	Szabolcs-Szatmár-Bereg	Petneháza
2488	33686	3023	9	Heves	Petõfibánya
2489	15431	6113	1	Bács-Kiskun	Petõfiszállás
2490	22831	9443	7	Gyõr-Moson-Sopron	Petõháza
2491	11572	9826	17	Vas	Petõmihályfa
2492	19178	8984	19	Zala	Petrikeresztúr
2493	30757	8866	19	Zala	Petrivente
2494	29762	7980	2	Baranya	Pettend
2495	11590	3134	12	Nógrád	Piliny
2496	9821	2721	13	Pest	Pilis
2497	29601	2097	13	Pest	Pilisborosjenõ
2498	7144	2081	13	Pest	Piliscsaba
2499	7144	2087	13	Pest	Piliscsaba
2500	21874	2519	11	Komárom-Esztergom	Piliscsév
2501	34148	2080	13	Pest	Pilisjászfalu
2502	14669	2028	11	Komárom-Esztergom	Pilismarót
2503	5290	2095	13	Pest	Pilisszántó
2504	11396	2084	13	Pest	Pilisszentiván
2505	18731	2098	13	Pest	Pilisszentkereszt
2506	18731	2099	13	Pest	Pilisszentkereszt
2507	8457	2009	13	Pest	Pilisszentlászló
2508	14340	2085	13	Pest	Pilisvörösvár
2509	19585	7084	16	Tolna	Pincehely
2510	6248	9922	17	Vas	Pinkamindszent
2511	14687	9481	7	Gyõr-Moson-Sopron	Pinnye
2512	3391	4375	15	Szabolcs-Szatmár-Bereg	Piricse
2513	15398	6414	1	Bács-Kiskun	Pirtó
2514	23506	7838	2	Baranya	Piskó
2515	6284	6914	5	Csongrád	Pitvaros
2516	22266	7756	2	Baranya	Pócsa
2517	11837	4125	8	Hajdú-Bihar	Pocsaj
2518	4905	2017	13	Pest	Pócsmegyer
2519	11244	4327	15	Szabolcs-Szatmár-Bereg	Pócspetri
2520	17242	7666	2	Baranya	Pogány
2521	27553	8728	14	Somogy	Pogányszentpéter
2522	21050	8932	19	Zala	Pókaszepetk
2523	13790	7458	14	Somogy	Polány
2524	23117	4090	8	Hajdú-Bihar	Polgár
2525	17525	8153	6	Fejér	Polgárdi
2526	17525	8154	6	Fejér	Polgárdi
2527	17525	8155	6	Fejér	Polgárdi
2528	6372	2013	13	Pest	Pomáz
2529	17215	4761	15	Szabolcs-Szatmár-Bereg	Porcsalma
2530	20367	9796	17	Vas	Pornóapáti
2531	22196	3388	9	Heves	Poroszló
2532	29896	9612	17	Vas	Porpác
2533	11828	8858	14	Somogy	Porrog
2534	13930	8858	14	Somogy	Porrogszentkirály
2535	28510	8858	14	Somogy	Porrogszentpál
2536	16850	8986	19	Zala	Pórszombat
2537	23515	8429	18	Veszprém	Porva
2538	15671	9636	17	Vas	Pósfa
2539	28361	7977	14	Somogy	Potony
2540	27304	9324	7	Gyõr-Moson-Sopron	Potyond
2541	21272	3925	4	Borsod-Abaúj-Zemplén	Prügy
2542	11420	8291	18	Veszprém	Pula
2543	16920	8986	19	Zala	Pusztaapáti
2544	17862	2658	12	Nógrád	Pusztaberki
2545	31370	9373	7	Gyõr-Moson-Sopron	Pusztacsalád
2546	10311	9739	17	Vas	Pusztacsó
2547	13860	4565	15	Szabolcs-Szatmár-Bereg	Pusztadobos
2548	27465	8946	19	Zala	Pusztaederics
2549	17048	3995	4	Borsod-Abaúj-Zemplén	Pusztafalu
2550	5397	5919	3	Békés	Pusztaföldvár
2551	19938	7038	16	Tolna	Pusztahencse
2552	19026	8707	14	Somogy	Pusztakovácsi
2553	6530	8895	19	Zala	Pusztamagyaród
2554	6354	6785	5	Csongrád	Pusztamérges
2555	28972	8455	18	Veszprém	Pusztamiske
2556	15246	5125	10	Jász-Nagykun-Szolnok	Pusztamonostor
2557	19594	5665	3	Békés	Pusztaottlaka
2558	15413	3874	4	Borsod-Abaúj-Zemplén	Pusztaradvány
2559	29018	2490	6	Fejér	Pusztaszabolcs
2560	23311	8619	14	Somogy	Pusztaszemes
2561	26639	8896	19	Zala	Pusztaszentlászló
2562	28592	6769	5	Csongrád	Pusztaszer
2563	23083	2378	13	Pest	Pusztavacs
2564	17774	8066	6	Fejér	Pusztavám
2565	15583	2039	13	Pest	Pusztazámor
2566	27410	3630	4	Borsod-Abaúj-Zemplén	Putnok
2567	12964	9235	7	Gyõr-Moson-Sopron	Püski
2568	21388	2682	13	Pest	Püspökhatvan
2569	10162	4150	8	Hajdú-Bihar	Püspökladány
2570	7278	9776	17	Vas	Püspökmolnári
2571	4303	2166	13	Pest	Püspökszilágy
2572	9867	8929	19	Zala	Pölöske
2573	31112	8773	19	Zala	Pölöskefõ
2574	33570	7142	16	Tolna	Pörböly
2575	32513	8956	19	Zala	Pördefölde
2576	24660	8767	19	Zala	Pötréte
2577	4792	9313	7	Gyõr-Moson-Sopron	Rábacsanak
2578	33701	9136	7	Gyõr-Moson-Sopron	Rábacsécsény
2579	26736	9961	17	Vas	Rábagyarmat
2580	3197	9777	17	Vas	Rábahidvég
2581	14793	9344	7	Gyõr-Moson-Sopron	Rábakecöl
2582	25335	9142	7	Gyõr-Moson-Sopron	Rábapatona
2583	26073	9641	17	Vas	Rábapaty
2584	24721	9146	7	Gyõr-Moson-Sopron	Rábapordány
2585	20136	9327	7	Gyõr-Moson-Sopron	Rábasebes
2586	15273	9316	7	Gyõr-Moson-Sopron	Rábaszentandrás
2587	33710	9135	7	Gyõr-Moson-Sopron	Rábaszentmihály
2588	17297	9133	7	Gyõr-Moson-Sopron	Rábaszentmiklós
2589	15422	9322	7	Gyõr-Moson-Sopron	Rábatamási
2590	17996	9766	17	Vas	Rábatöttös
2591	3753	9165	7	Gyõr-Moson-Sopron	Rábcakapi
2592	9900	2459	6	Fejér	Rácalmás
2593	2015	2465	6	Fejér	Ráckeresztúr
2594	17260	2300	13	Pest	Ráckeve
2595	2370	2613	13	Pest	Rád
2596	11518	7817	2	Baranya	Rádfalva
2597	7551	9784	17	Vas	Rádóckölked
2598	21193	3776	4	Borsod-Abaúj-Zemplén	Radostyán
2599	6053	3724	4	Borsod-Abaúj-Zemplén	Ragály
2600	26587	9224	7	Gyõr-Moson-Sopron	Rajka
2601	29717	3825	4	Borsod-Abaúj-Zemplén	Rakaca
2602	16133	3826	4	Borsod-Abaúj-Zemplén	Rakacaszend
2603	14739	4465	15	Szabolcs-Szatmár-Bereg	Rakamaz
2604	34360	3151	12	Nógrád	Rákóczibánya
2605	14207	5085	10	Jász-Nagykun-Szolnok	Rákóczifalva
2606	12423	5084	10	Jász-Nagykun-Szolnok	Rákócziújfalu
2607	30863	7464	14	Somogy	Ráksi
2608	14298	8973	19	Zala	Ramocsa
2609	31857	4536	15	Szabolcs-Szatmár-Bereg	Ramocsaháza
2610	9061	4756	15	Szabolcs-Szatmár-Bereg	Rápolt
2611	3948	8300	18	Veszprém	Raposka
2612	31909	3833	4	Borsod-Abaúj-Zemplén	Rásonysápberencs
2613	12469	3908	4	Borsod-Abaúj-Zemplén	Rátka
2614	23861	9951	17	Vas	Rátót
2615	21801	9091	7	Gyõr-Moson-Sopron	Ravazd
2616	9609	3245	9	Heves	Recsk
2617	30012	2886	11	Komárom-Esztergom	Réde
2618	31592	8978	19	Zala	Rédics
2619	8402	3893	4	Borsod-Abaúj-Zemplén	Regéc
2620	25292	7833	2	Baranya	Regenye
2621	15459	7193	16	Tolna	Regöly
2622	26310	6446	1	Bács-Kiskun	Rém
2623	34315	2090	13	Pest	Remeteszõlõs
2624	31884	3559	4	Borsod-Abaúj-Zemplén	Répáshuta
2625	30881	9653	17	Vas	Répcelak
2626	14438	9375	7	Gyõr-Moson-Sopron	Répceszemere
2627	28626	9623	17	Vas	Répceszentgyörgy
2628	7746	9475	7	Gyõr-Moson-Sopron	Répcevis
2629	17118	8977	19	Zala	Resznek
2630	33969	9074	7	Gyõr-Moson-Sopron	Rétalap
2631	21573	4525	15	Szabolcs-Szatmár-Bereg	Rétközberencs
2632	23825	2651	12	Nógrád	Rétság
2633	5625	8253	18	Veszprém	Révfülöp
2634	9317	3976	4	Borsod-Abaúj-Zemplén	Révleányvár
2635	23898	8373	19	Zala	Rezi
2636	19220	3974	4	Borsod-Abaúj-Zemplén	Ricse
2637	25849	8348	18	Veszprém	Rigács
2638	24138	8883	19	Zala	Rigyác
2639	28884	3177	12	Nógrád	Rimóc
2640	5078	7552	14	Somogy	Rinyabesenyõ
2641	32674	7527	14	Somogy	Rinyakovácsi
2642	26754	7513	14	Somogy	Rinyaszentkirály
2643	20622	7556	14	Somogy	Rinyaújlak
2644	20321	7584	14	Somogy	Rinyaújnép
2645	24581	4563	15	Szabolcs-Szatmár-Bereg	Rohod
2646	17507	8434	7	Gyõr-Moson-Sopron	Románd
2647	12195	2654	12	Nógrád	Romhány
2648	24855	7743	2	Baranya	Romonya
2649	4516	7914	2	Baranya	Rózsafa
2650	17428	4971	15	Szabolcs-Szatmár-Bereg	Rozsály
2651	27650	3033	9	Heves	Rózsaszentmárton
2652	23029	3733	4	Borsod-Abaúj-Zemplén	Rudabánya
2653	34120	3742	4	Borsod-Abaúj-Zemplén	Rudolftelep
2654	10597	9766	17	Vas	Rum
2655	3966	6786	5	Csongrád	Ruzsa
2656	11068	9451	7	Gyõr-Moson-Sopron	Röjtökmuzsaj
2657	26806	9954	17	Vas	Rönök
2658	13161	6758	5	Csongrád	Röszke
2659	12520	3162	12	Nógrád	Ságújfalu
2660	14942	8654	14	Somogy	Ságvár
2661	3504	3792	4	Borsod-Abaúj-Zemplén	Sajóbábony
2662	27331	3793	4	Borsod-Abaúj-Zemplén	Sajóecseg
2663	10171	3636	4	Borsod-Abaúj-Zemplén	Sajógalgóc
2664	3081	3576	4	Borsod-Abaúj-Zemplén	Sajóhidvég
2665	3212	3720	4	Borsod-Abaúj-Zemplén	Sajóivánka
2666	21670	3773	4	Borsod-Abaúj-Zemplén	Sajókápolna
2667	14313	3720	4	Borsod-Abaúj-Zemplén	Sajókaza
2668	26949	3791	4	Borsod-Abaúj-Zemplén	Sajókeresztúr
2669	27173	3572	4	Borsod-Abaúj-Zemplén	Sajólád
2670	22479	3773	4	Borsod-Abaúj-Zemplén	Sajólászlófalva
2671	15945	3656	4	Borsod-Abaúj-Zemplén	Sajómercse
2672	11332	3652	4	Borsod-Abaúj-Zemplén	Sajónémeti
2673	18537	3714	4	Borsod-Abaúj-Zemplén	Sajópálfala
2674	16638	3573	4	Borsod-Abaúj-Zemplén	Sajópetri
2675	23782	3653	4	Borsod-Abaúj-Zemplén	Sajópüspöki
2676	8970	3712	4	Borsod-Abaúj-Zemplén	Sajósenye
2677	16054	3770	4	Borsod-Abaúj-Zemplén	Sajószentpéter
2678	30340	3599	4	Borsod-Abaúj-Zemplén	Sajószöged
2679	20738	3712	4	Borsod-Abaúj-Zemplén	Sajóvámos
2680	27757	3656	4	Borsod-Abaúj-Zemplén	Sajóvelezd
2681	8129	3586	4	Borsod-Abaúj-Zemplén	Sajóörös
2682	10579	9632	17	Vas	Sajtoskál
2683	30793	8256	18	Veszprém	Salföld
2684	25788	3100	12	Nógrád	Salgótarján
2685	25788	3102	12	Nógrád	Salgótarján
2686	25788	3104	12	Nógrád	Salgótarján
2687	25788	3109	12	Nógrád	Salgótarján
2688	25788	3121	12	Nógrád	Salgótarján
2689	25788	3141	12	Nógrád	Salgótarján
2690	18883	9742	17	Vas	Salköveskút
2691	27720	8995	19	Zala	Salomvár
2692	4729	3425	4	Borsod-Abaúj-Zemplén	Sály
2693	18050	7841	2	Baranya	Sámod
2694	24572	3074	12	Nógrád	Sámsonháza
2695	15556	8824	19	Zala	Sand
2696	31705	6762	5	Csongrád	Sándorfalva
2697	31121	7479	14	Somogy	Sántos
2698	26116	4176	8	Hajdú-Bihar	Sáp
2699	25007	4272	8	Hajdú-Bihar	Sáránd
2700	20516	3942	4	Borsod-Abaúj-Zemplén	Sárazsadány
2701	23694	7000	6	Fejér	Sárbogárd
2702	23694	7003	6	Fejér	Sárbogárd
2703	23694	7018	6	Fejér	Sárbogárd
2704	23694	7019	6	Fejér	Sárbogárd
2705	2723	7014	6	Fejér	Sáregres
2706	9788	9813	17	Vas	Sárfimizdó
2707	8101	8944	19	Zala	Sárhida
2708	26903	2523	11	Komárom-Esztergom	Sárisáp
2709	28565	5720	3	Békés	Sarkad
2710	25168	5731	3	Békés	Sarkadkeresztúr
2711	31802	8051	6	Fejér	Sárkeresztes
2712	25344	8125	6	Fejér	Sárkeresztúr
2713	2699	8144	6	Fejér	Sárkeszi
2714	14906	8391	19	Zala	Sármellék
2715	20862	7781	2	Baranya	Sárok
2716	25140	2433	6	Fejér	Sárosd
2717	27474	3950	4	Borsod-Abaúj-Zemplén	Sárospatak
2718	27474	3952	4	Borsod-Abaúj-Zemplén	Sárospatak
2719	4747	7145	16	Tolna	Sárpilis
2720	23940	4171	8	Hajdú-Bihar	Sárrétudvari
2721	30021	9434	7	Gyõr-Moson-Sopron	Sarród
2722	30021	9435	7	Gyõr-Moson-Sopron	Sarród
2723	31538	8126	6	Fejér	Sárszentágota
2724	20817	7047	16	Tolna	Sárszentlõrinc
2725	11776	8141	6	Fejér	Sárszentmihály
2726	11776	8143	6	Fejér	Sárszentmihály
2727	7180	3386	9	Heves	Sarud
2728	21306	9600	17	Vas	Sárvár
2729	21306	9608	17	Vas	Sárvár
2730	21306	9609	17	Vas	Sárvár
2731	32160	7370	2	Baranya	Sásd
2732	13772	8308	18	Veszprém	Sáska
2733	2875	3659	4	Borsod-Abaúj-Zemplén	Sáta
2734	5120	3944	4	Borsod-Abaúj-Zemplén	Sátoraljaújhely
2735	5120	3945	4	Borsod-Abaúj-Zemplén	Sátoraljaújhely
2736	5120	3980	4	Borsod-Abaúj-Zemplén	Sátoraljaújhely
2737	5120	3988	4	Borsod-Abaúj-Zemplén	Sátoraljaújhely
2738	33482	7785	2	Baranya	Sátorhely
2739	2051	8732	14	Somogy	Sávoly
2740	10278	9789	17	Vas	Sé
2741	27368	7562	14	Somogy	Segesd
2742	28741	7960	2	Baranya	Sellye
2743	25380	3809	4	Borsod-Abaúj-Zemplén	Selyeb
2744	23755	3974	4	Borsod-Abaúj-Zemplén	Semjén
2745	30997	8862	19	Zala	Semjénháza
2746	14085	8788	19	Zala	Sénye
2747	4491	4533	15	Szabolcs-Szatmár-Bereg	Sényõ
2748	20206	8111	6	Fejér	Seregélyes
2749	32531	3729	4	Borsod-Abaúj-Zemplén	Serényfalva
2750	32133	8660	14	Somogy	Sérsekszõlõs
2751	8606	8439	7	Gyõr-Moson-Sopron	Sikátor
2752	5519	7800	2	Baranya	Siklós
2753	5519	7818	2	Baranya	Siklós
2754	23205	7814	2	Baranya	Siklósbodony
2755	8800	7823	2	Baranya	Siklósnagyfalu
2756	23418	3881	4	Borsod-Abaúj-Zemplén	Sima
2757	26763	9633	17	Vas	Simaság
2758	32780	7474	14	Somogy	Simonfa
2759	20783	7081	16	Tolna	Simontornya
2760	25645	7171	16	Tolna	Sióagárd
2761	17631	8600	14	Somogy	Siófok
2762	17631	8609	14	Somogy	Siófok
2763	17631	8611	14	Somogy	Siófok
2764	23092	8652	14	Somogy	Siójut
2765	8527	3332	9	Heves	Sirok
2766	30748	9671	17	Vas	Sitke
2767	24208	9315	7	Gyõr-Moson-Sopron	Sobor
2768	12627	9112	7	Gyõr-Moson-Sopron	Sokorópátka
2769	29115	6320	1	Bács-Kiskun	Solt
2770	18218	6223	1	Bács-Kiskun	Soltszentimre
2771	19983	6230	1	Bács-Kiskun	Soltvadkert
2772	3601	8193	18	Veszprém	Sóly
2773	7384	2083	13	Pest	Solymár
2774	4127	8655	14	Somogy	Som
2775	23472	7728	2	Baranya	Somberek
2776	5157	8478	18	Veszprém	Somlójenõ
2777	25779	8483	18	Veszprém	Somlószõlõs
2778	26569	8481	18	Veszprém	Somlóvásárhely
2779	14243	8484	18	Veszprém	Somlóvecse
2780	13824	7454	14	Somogy	Somodor
2781	30580	7283	14	Somogy	Somogyacsa
2782	23807	7922	2	Baranya	Somogyapáti
2783	5500	7584	14	Somogy	Somogyaracs
2784	31219	7452	14	Somogy	Somogyaszaló
2785	32470	8684	14	Somogy	Somogybabod
2786	25043	8858	14	Somogy	Somogybükkösd
2787	11484	8726	14	Somogy	Somogycsicsó
2788	15981	7284	14	Somogy	Somogydöröcske
2789	20057	8666	14	Somogy	Somogyegres
2790	18078	8708	14	Somogy	Somogyfajsz
2791	20330	7455	14	Somogy	Somogygeszti
2792	29142	7925	2	Baranya	Somogyhárságy
2793	25070	7921	2	Baranya	Somogyhatvan
2794	28963	7443	14	Somogy	Somogyjád
2795	12876	8673	14	Somogy	Somogymeggyes
2796	15626	8733	14	Somogy	Somogysámson
2797	28723	7435	14	Somogy	Somogysárd
2798	27535	8737	14	Somogy	Somogysimonyi
2799	6600	8705	14	Somogy	Somogyszentpál
2800	3416	7276	14	Somogy	Somogyszil
2801	18546	7563	14	Somogy	Somogyszob
2802	32601	8683	14	Somogy	Somogytúr
2803	4853	7515	14	Somogy	Somogyudvarhely
2804	21856	8699	14	Somogy	Somogyvámos
2805	19442	8698	14	Somogy	Somogyvár
2806	21281	7924	2	Baranya	Somogyviszló
2807	4835	8734	14	Somogy	Somogyzsitfa
2808	23889	4954	15	Szabolcs-Szatmár-Bereg	Sonkád
2809	33321	8123	6	Fejér	Soponya
2810	8518	9400	7	Gyõr-Moson-Sopron	Sopron
2811	8518	9407	7	Gyõr-Moson-Sopron	Sopron
2812	8518	9408	7	Gyõr-Moson-Sopron	Sopron
2813	8518	9494	7	Gyõr-Moson-Sopron	Sopron
2814	29090	9463	7	Gyõr-Moson-Sopron	Sopronhorpács
2815	25724	9483	7	Gyõr-Moson-Sopron	Sopronkövesd
2816	2617	9325	7	Gyõr-Moson-Sopron	Sopronnémeti
2817	7171	9774	17	Vas	Sorkifalud
2818	27960	9774	17	Vas	Sorkikápolna
2819	6567	8881	19	Zala	Sormás
2820	29692	9773	17	Vas	Sorokpolány
2821	14881	3131	12	Nógrád	Sóshartyán
2822	6840	2038	13	Pest	Sóskút
2823	13268	3716	4	Borsod-Abaúj-Zemplén	Sóstófalva
2824	31714	7960	2	Baranya	Sósvertike
2825	22983	9681	17	Vas	Sótony
2826	14951	8096	6	Fejér	Sukoró
2827	2547	7960	2	Baranya	Sumony
2828	31990	2889	11	Komárom-Esztergom	Súr
2829	2404	8856	19	Zala	Surd
2830	21245	6346	1	Bács-Kiskun	Sükösd
2831	21713	2241	13	Pest	Sülysáp
2832	21713	2242	13	Pest	Sülysáp
2833	25593	8330	18	Veszprém	Sümeg
2834	21397	8357	19	Zala	Sümegcsehi
2835	5388	8351	18	Veszprém	Sümegprága
2836	8688	2543	11	Komárom-Esztergom	Süttõ
2837	28705	8151	6	Fejér	Szabadbattyán
2838	13259	2432	6	Fejér	Szabadegyháza
2839	18740	8138	6	Fejér	Szabadhidvég
2840	18740	8139	6	Fejér	Szabadhidvég
2841	14854	7253	14	Somogy	Szabadi
2842	31325	5712	3	Békés	Szabadkígyós
2843	25061	6080	1	Bács-Kiskun	Szabadszállás
2844	15079	7951	2	Baranya	Szabadszentkirály
2845	28574	7544	14	Somogy	Szabás
2846	19169	4467	15	Szabolcs-Szatmár-Bereg	Szabolcs
2847	22053	4547	15	Szabolcs-Szatmár-Bereg	Szabolcsbáka
2848	3586	4496	15	Szabolcs-Szatmár-Bereg	Szabolcsveresmart
2849	21458	2111	13	Pest	Szada
2850	27508	7383	2	Baranya	Szágy
2851	8475	7753	2	Baranya	Szajk
2852	16063	3334	9	Heves	Szajla
2853	5874	5081	10	Jász-Nagykun-Szolnok	Szajol
2854	32258	3786	4	Borsod-Abaúj-Zemplén	Szakácsi
2855	15316	7071	16	Tolna	Szakadát
2856	3805	3596	4	Borsod-Abaúj-Zemplén	Szakáld
2857	4464	7192	16	Tolna	Szakály
2858	10083	7213	16	Tolna	Szakcs
2859	19530	6336	1	Bács-Kiskun	Szakmár
2860	16504	9934	17	Vas	Szaknyér
2861	4774	4234	15	Szabolcs-Szatmár-Bereg	Szakoly
2862	11369	9474	7	Gyõr-Moson-Sopron	Szakony
2863	20932	9983	17	Vas	Szakonyfalu
2864	33516	2856	11	Komárom-Esztergom	Szákszend
2865	10223	9942	17	Vas	Szalafõ
2866	22257	7811	2	Baranya	Szalánta
2867	20543	8341	19	Zala	Szalapa
2868	31015	3863	4	Borsod-Abaúj-Zemplén	Szalaszend
2869	9007	7334	2	Baranya	Szalatnak
2870	14711	7121	16	Tolna	Szálka
2871	19947	6086	1	Bács-Kiskun	Szalkszentmárton
2872	19798	3163	12	Nógrád	Szalmatercs
2873	16753	3754	4	Borsod-Abaúj-Zemplén	Szalonna
2874	18005	4767	15	Szabolcs-Szatmár-Bereg	Szamosangyalos
2875	22017	4745	15	Szabolcs-Szatmár-Bereg	Szamosbecs
2876	16300	4721	15	Szabolcs-Szatmár-Bereg	Szamoskér
2877	10436	4735	15	Szabolcs-Szatmár-Bereg	Szamossályi
2878	13046	4824	15	Szabolcs-Szatmár-Bereg	Szamosszeg
2879	30085	4746	15	Szabolcs-Szatmár-Bereg	Szamostatárfalva
2880	31273	4734	15	Szabolcs-Szatmár-Bereg	Szamosújlak
2881	13754	2697	12	Nógrád	Szanda
2882	11794	6131	1	Bács-Kiskun	Szank
2883	34236	8622	14	Somogy	Szántód
2884	8536	9317	7	Gyõr-Moson-Sopron	Szany
2885	16489	8423	18	Veszprém	Szápár
2886	34032	7843	2	Baranya	Szaporca
2887	19549	2066	6	Fejér	Szár
2888	7366	7184	2	Baranya	Szárász
2889	18263	7063	16	Tolna	Szárazd
2890	15714	9353	7	Gyõr-Moson-Sopron	Szárföld
2891	33491	2067	11	Komárom-Esztergom	Szárliget
2892	23870	5540	3	Békés	Szarvas
2893	10199	3051	12	Nógrád	Szarvasgede
2894	17729	9913	17	Vas	Szarvaskend
2895	3382	3323	9	Heves	Szarvaskõ
2896	5777	5053	10	Jász-Nagykun-Szolnok	Szászberek
2897	8147	3821	4	Borsod-Abaúj-Zemplén	Szászfa
2898	33765	7349	2	Baranya	Szászvár
2899	31237	4945	15	Szabolcs-Szatmár-Bereg	Szatmárcseke
2900	15325	2656	12	Nógrád	Szátok
2901	2440	9938	17	Vas	Szatta
2902	12007	6763	5	Csongrád	Szatymaz
2903	31060	7813	2	Baranya	Szava
2904	17312	2440	13	Pest	Százhalombatta
2905	3018	7725	2	Baranya	Szebény
2906	23047	2692	12	Nógrád	Szécsénke
2907	6628	3170	12	Nógrád	Szécsény
2908	33011	3135	12	Nógrád	Szécsényfelfalu
2909	11554	8879	19	Zala	Szécsisziget
2910	5607	7751	2	Baranya	Szederkény
2911	16814	7056	16	Tolna	Szedres
2912	33367	6700	5	Csongrád	Szeged
2913	33367	6710	5	Csongrád	Szeged
2914	33367	6720	5	Csongrád	Szeged
2915	33367	6721	5	Csongrád	Szeged
2916	33367	6722	5	Csongrád	Szeged
2917	33367	6723	5	Csongrád	Szeged
2918	33367	6724	5	Csongrád	Szeged
2919	33367	6725	5	Csongrád	Szeged
2920	33367	6726	5	Csongrád	Szeged
2921	33367	6727	5	Csongrád	Szeged
2922	33367	6728	5	Csongrád	Szeged
2923	33367	6729	5	Csongrád	Szeged
2924	33367	6753	5	Csongrád	Szeged
2925	33367	6757	5	Csongrád	Szeged
2926	33367	6771	5	Csongrád	Szeged
2927	33367	6791	5	Csongrád	Szeged
2928	18607	8732	14	Somogy	Szegerdõ
2929	21883	5520	3	Békés	Szeghalom
2930	33817	3918	4	Borsod-Abaúj-Zemplén	Szegi
2931	31510	3918	4	Borsod-Abaúj-Zemplén	Szegilong
2932	32489	6635	5	Csongrád	Szegvár
2933	31088	4534	15	Szabolcs-Szatmár-Bereg	Székely
2934	16771	7737	2	Baranya	Székelyszabar
2935	14827	8000	6	Fejér	Székesfehérvár
2936	14827	8019	6	Fejér	Székesfehérvár
2937	12265	6821	5	Csongrád	Székkutas
2938	22761	7100	16	Tolna	Szekszárd
2939	33172	9622	17	Vas	Szeleste
2940	20428	5476	10	Jász-Nagykun-Szolnok	Szelevény
2941	16984	7661	2	Baranya	Szellõ
2942	9308	7763	2	Baranya	Szemely
2943	27997	9685	17	Vas	Szemenye
2944	9830	3866	4	Borsod-Abaúj-Zemplén	Szemere
2945	4507	2640	12	Nógrád	Szendehely
2946	8077	3752	4	Borsod-Abaúj-Zemplén	Szendrõ
2947	27456	3751	4	Borsod-Abaúj-Zemplén	Szendrõlád
2948	15103	7477	14	Somogy	Szenna
2949	11509	8849	14	Somogy	Szenta
2950	3568	8272	18	Veszprém	Szentantalfa
2951	25706	7472	14	Somogy	Szentbalázs
2952	7092	8281	18	Veszprém	Szentbékkálla
2953	32841	7918	14	Somogy	Szentborbás
2954	32009	7913	2	Baranya	Szentdénes
2955	13231	3259	9	Heves	Szentdomonkos
2956	9043	2655	12	Nógrád	Szente
2957	33613	7915	2	Baranya	Szentegát
2958	15440	2000	13	Pest	Szentendre
2959	14456	6600	5	Csongrád	Szentes
2960	7922	8444	18	Veszprém	Szentgál
2961	12973	7465	14	Somogy	Szentgáloskér
2962	31583	9955	17	Vas	Szentgotthárd
2963	31583	9970	17	Vas	Szentgotthárd
2964	31583	9981	17	Vas	Szentgotthárd
2965	23126	8393	19	Zala	Szentgyörgyvár
2966	18652	8975	19	Zala	Szentgyörgyvölgy
2967	10065	8475	18	Veszprém	Szentimrefalva
2968	22169	3418	4	Borsod-Abaúj-Zemplén	Szentistván
2969	8484	3844	4	Borsod-Abaúj-Zemplén	Szentistvánbaksa
2970	11545	8272	18	Veszprém	Szentjakabfa
2971	9803	7681	2	Baranya	Szentkatalin
2972	21120	6031	1	Bács-Kiskun	Szentkirály
2973	16267	8225	18	Veszprém	Szentkirályszabadja
2974	3124	8947	19	Zala	Szentkozmadombja
2975	16355	7936	2	Baranya	Szentlászló
2976	8615	8893	19	Zala	Szentliszló
2977	15866	7940	2	Baranya	Szentlõrinc
2978	7542	2255	13	Pest	Szentlõrinckáta
2979	14225	8872	19	Zala	Szentmargitfalva
2980	28653	2254	13	Pest	Szentmártonkáta
2981	21254	9799	17	Vas	Szentpéterfa
2982	30067	8953	19	Zala	Szentpéterfölde
2983	19099	4121	8	Hajdú-Bihar	Szentpéterszeg
2984	11165	8762	19	Zala	Szentpéterúr
2985	30146	8717	14	Somogy	Szenyér
2986	7700	8861	19	Zala	Szepetnek
2987	3887	9125	7	Gyõr-Moson-Sopron	Szerecseny
2988	28820	6512	1	Bács-Kiskun	Szeremle
2989	30739	3900	4	Borsod-Abaúj-Zemplén	Szerencs
2990	33437	4162	8	Hajdú-Bihar	Szerep
2991	33437	4163	8	Hajdú-Bihar	Szerep
2992	27793	9523	17	Vas	Szergény
2993	26259	2321	13	Pest	Szigetbecse
2994	7870	2317	13	Pest	Szigetcsép
2995	13277	2315	13	Pest	Szigethalom
2996	26213	2015	13	Pest	Szigetmonostor
2997	15185	2318	13	Pest	Szigetszentmárton
2998	28954	2310	13	Pest	Szigetszentmiklós
2999	22114	2319	13	Pest	Szigetújfalu
3000	26578	7900	2	Baranya	Szigetvár
3001	24891	8264	18	Veszprém	Szigliget
3002	11013	3377	9	Heves	Szihalom
3003	26161	8969	19	Zala	Szijártóháza
3004	21351	3800	4	Borsod-Abaúj-Zemplén	Szikszó
3005	19266	9326	7	Gyõr-Moson-Sopron	Szil
3006	19831	7664	2	Baranya	Szilágy
